iter	Logloss
460	0.007362745679
461	0.007327120645
462	0.007307305412
463	0.007279438443
464	0.00726123386
465	0.007239499168
466	0.007228873268
467	0.007200470425
468	0.007181723156
469	0.00716361394
470	0.007141285851
471	0.007120570682
472	0.007095985564
473	0.00707879672
474	0.007055571723
475	0.007038765862
476	0.007012678328
477	0.006985781685
478	0.006968757841
479	0.006941338948
480	0.006923670996
481	0.00690630277
482	0.006881595793
483	0.006857953753
484	0.006838587352
485	0.006811067036
486	0.006785582739
487	0.006759433141
488	0.006733805793
489	0.006712620599
490	0.006679664339
491	0.006660992002
492	0.006645904269
493	0.006622443123
494	0.006599930355
495	0.006579186424
496	0.006558918574
497	0.006542477532
498	0.006518419205
499	0.006497105341
500	0.0064711654
501	0.006449696374
502	0.006420367862
503	0.006396363273
504	0.006375038813
505	0.006358151966
506	0.006338163406
507	0.006322788057
508	0.006297690528
509	0.006276779326
510	0.006257700163
511	0.00623858959
512	0.0062189825
513	0.00620522272
514	0.006191702116
515	0.006167291838
516	0.006152248383
517	0.006127868758
518	0.006097971447
519	0.00608097523
520	0.006064097465
521	0.006053755775
522	0.006030672316
523	0.006019837137
524	0.006002538166
525	0.005975926868
526	0.005955030048
527	0.005940324541
528	0.005923048655
529	0.005897805804
530	0.00587983964
531	0.005863293769
532	0.005850502423
533	0.005830853704
534	0.005818994083
535	0.005802585965
536	0.005788067409
537	0.005772210681
538	0.005756749047
539	0.005737321717
540	0.005723323898
541	0.00570554317
542	0.00569095498
543	0.005672044603
544	0.005656400559
545	0.005648544478
546	0.005632954552
547	0.005620185156
548	0.00560625924
549	0.005590418407
550	0.005571976162
551	0.005554076603
552	0.005541448366
553	0.005525020948
554	0.005501939002
555	0.005490336342
556	0.005470589229
557	0.005456821502
558	0.005446171004
559	0.005426973388
560	0.005415379812
561	0.005398412356
562	0.005378945669
563	0.005364883514
564	0.005344083574
565	0.005316421721
566	0.005303370007
567	0.005284151198
568	0.00527477113
569	0.005254422294
570	0.005241094317
571	0.0052240981
572	0.005211044872
573	0.005202142019
574	0.005188039371
575	0.005178098073
576	0.005160041839
577	0.005147999809
578	0.005134017127
579	0.005120607406
580	0.005108057507
581	0.005093218031
582	0.005076848893
583	0.005061000869
584	0.005044583669
585	0.005031158811
586	0.005019164464
587	0.005005970455
588	0.004992897927
589	0.004978868696
590	0.004966895164
591	0.00495139947
592	0.004939086854
593	0.004927567073
594	0.004912452849
595	0.004900047136
596	0.004885235287
597	0.004870773876
598	0.004859003567
599	0.004846497944
600	0.004830482649
601	0.004819553617
602	0.004808287393
603	0.004794863292
604	0.004780314461
605	0.004765502233
606	0.004750985569
607	0.004740683238
608	0.004726928378
609	0.004711061054
610	0.004700420773
611	0.004693082022
612	0.004681692426
613	0.004672523907
614	0.004658500732
615	0.004652229945
616	0.004638145083
617	0.004619652127
618	0.004610004501
619	0.004599895175
620	0.004588961601
621	0.004579252667
622	0.004564364751
623	0.004556567707
624	0.004545424098
625	0.004539535159
626	0.004528938778
627	0.004515957075
628	0.004503199789
629	0.004489153907
630	0.004475997743
631	0.0044662521
632	0.004456540516
633	0.004445326896
634	0.004437040904
635	0.004427904553
636	0.004420047336
637	0.004407576152
638	0.004393165831
639	0.004386440913
640	0.004377032083
641	0.004364564305
642	0.004354077672
643	0.004342868971
644	0.004332698338
645	0.004321869971
646	0.004310380845
647	0.004304163797
648	0.004296741788
649	0.004288108765
650	0.004279982854
651	0.004269084098
652	0.004256576583
653	0.004247417147
654	0.004235459509
655	0.00422896582
656	0.004219481302
657	0.004210724906
658	0.004205863438
659	0.004194538555
660	0.004183604982
661	0.004173728398
662	0.004165598324
663	0.004157225291
664	0.004148864746
665	0.0041379974
666	0.004128258947
667	0.00411854093
668	0.00410727395
669	0.004099993479
670	0.004094026202
671	0.004085873422
672	0.004075752743
673	0.004067147724
674	0.004057228754
675	0.004046041246
676	0.004040398673
677	0.004030347249
678	0.004022783703
679	0.004013994005
680	0.00400416132
681	0.003997694878
682	0.003989882696
683	0.003980509062
684	0.003968475735
685	0.003958977593
686	0.003950766155
687	0.003944439358
688	0.003934101831
689	0.003923659854
690	0.003911160287
691	0.003903550193
692	0.003896197819
693	0.00388873456
694	0.003881821178
695	0.003872628439
696	0.003859398857
697	0.003852812071
698	0.003843386968
699	0.003831253355
700	0.003824530707
701	0.003815085169
702	0.003807899687
703	0.00380197631
704	0.003787509222
705	0.003778397848
706	0.003771055691
707	0.003761557927
708	0.003746940976
709	0.00374227819
710	0.003733410911
711	0.003726731406
712	0.003718147581
713	0.003707794916
714	0.003697066837
715	0.003690454695
716	0.003685085357
717	0.003675079346
718	0.003668410059
719	0.003660204675
720	0.003651972801
721	0.003646646227
722	0.003640806107
723	0.003633575591
724	0.003625387616
725	0.003615277154
726	0.003607657599
727	0.003599899156
728	0.003588606819
729	0.003577785265
730	0.003572633531
731	0.003565291374
732	0.003558810552
733	0.003552323674
734	0.003542308202
735	0.0035340733
736	0.003524938084
737	0.003519827222
738	0.003511116997
739	0.003502896097
740	0.00349467444
741	0.003486699907
742	0.003475863593
743	0.003468820784
744	0.003462381968
745	0.003454564867
746	0.003447651485
747	0.003440868287
748	0.003431849253
749	0.003423944352
750	0.003417694758
751	0.003412026451
752	0.003405393873
753	0.003399210506
754	0.003393282966
755	0.003386536856
756	0.003377064826
757	0.003370787605
758	0.003363635426
759	0.003358245274
760	0.0033503487
761	0.003342808996
762	0.003334074929
763	0.003327824956
764	0.003321993162
765	0.003315825689
766	0.003308275389
767	0.003303649312
768	0.003296271203
769	0.003290220291
770	0.003284669301
771	0.003277477386
772	0.003271040841
773	0.003264661819
774	0.003258478452
775	0.00325009066
776	0.003242908205
777	0.003235596324
778	0.003229291098
779	0.003224738817
780	0.003218541827
781	0.003213133888
782	0.003204926233
783	0.003201693202
784	0.003194260219
785	0.003190402379
786	0.00318411267
787	0.003177088783
788	0.003172635464
789	0.003166031837
790	0.003160835448
791	0.003151362661
792	0.003145501727
793	0.003134993144
794	0.003128990294
795	0.003122115892
796	0.003114879321
797	0.00310953004
798	0.003099886955
799	0.003094227541
800	0.003084692122
801	0.003080170874
802	0.003077223377
803	0.00307153558
804	0.003066095852
805	0.003060786686
806	0.003055243644
807	0.003049697952
808	0.003043133872
809	0.003037886771
810	0.003034298761
811	0.003027230785
812	0.003021002573
813	0.003017629328
814	0.003012607211
815	0.003009120623
816	0.003009120623
817	0.003004170599
818	0.002997383617
819	0.002991781159
820	0.00298542087
821	0.002978277206
822	0.00297339095
823	0.002967789438
824	0.002962655491
825	0.002956463988
826	0.002949339435
827	0.002942458032
828	0.002935910603
829	0.002928983408
830	0.002924105478
831	0.002919595582
832	0.002912100535
833	0.002907566419
834	0.00290241355
835	0.002898464506
836	0.00289244122
837	0.00288598159
838	0.002879666336
839	0.002873075008
840	0.002866875936
841	0.002861565257
842	0.002858012442
843	0.002853608131
844	0.002853623648
845	0.002847539622
846	0.002843244303
847	0.002839028268
848	0.002831643725
849	0.002825095162
850	0.002818800533
851	0.002814522244
852	0.002810892794
853	0.002805372268
854	0.002799416724
855	0.002793212732
856	0.002793209515
857	0.002793202135
858	0.00278836167
859	0.002783076536
860	0.002783102459
861	0.002779266948
862	0.002774346632
863	0.002766499822
864	0.002762596569
865	0.002758118463
866	0.002754160525
867	0.002747957669
868	0.002742568273
869	0.002739139398
870	0.002734893087
871	0.002729589409
872	0.002729591112
873	0.002724554236
874	0.002724543829
875	0.002718372194
876	0.002714216898
877	0.002709571899
878	0.002705890413
879	0.002700643691
880	0.002696693322
881	0.002693893607
882	0.002689220413
883	0.00268569863
884	0.002680974726
885	0.002676970618
886	0.002676940154
887	0.00267318771
888	0.002673162544
889	0.002667302366
890	0.002662264733
891	0.00265993088
892	0.002654641394
893	0.002649069968
894	0.002643143563
895	0.002636783085
896	0.002636756216
897	0.002634282339
898	0.002628672691
899	0.002623012142
900	0.002620201262
901	0.002612566191
902	0.002606787946
903	0.002601149915
904	0.00259542995
905	0.002592270336
906	0.002588565766
907	0.002582372749
908	0.002580109854
909	0.002574842695
910	0.00257200173
911	0.002567159562
912	0.002559885714
913	0.002556162032
914	0.002555921153
915	0.002550818996
916	0.002547418125
917	0.002542616829
918	0.002536337716
919	0.002536358531
920	0.002534224117
921	0.00252832969
922	0.002523333118
923	0.002518463513
924	0.00251442667
925	0.002511027124
926	0.002507894758
927	0.002506486953
928	0.00250345109
929	0.002500170753
930	0.002495487909
931	0.002495507967
932	0.002495470501
933	0.002490804309
934	0.00248620056
935	0.002485301192
936	0.002480937943
937	0.002476692389
938	0.002470291607
939	0.002467315916
940	0.002467299265
941	0.002467331054
942	0.002463902367
943	0.002458683082
944	0.002456208449
945	0.002453262844
946	0.002453248652
947	0.002449770201
948	0.002444785739
949	0.002440119547
950	0.002440097408
951	0.002434750587
952	0.002434753615
953	0.002431300897
954	0.00243130279
955	0.002431298059
956	0.002425912448
957	0.002419260381
958	0.002416744686
959	0.002416761716
960	0.00241556546
961	0.002415486555
962	0.002410679772
963	0.002405757753
964	0.002400943211
965	0.002400955321
966	0.00239572525
967	0.002393310221
968	0.002393326305
969	0.002389742458
970	0.00238977349
971	0.002385509582
972	0.00238236151
973	0.00237715547
974	0.002377145631
975	0.002372902916
976	0.002368687637
977	0.002368652821
978	0.002366377437
979	0.00236643004
980	0.002366409605
981	0.002363377904
982	0.002363392853
983	0.002363369768
984	0.002361438388
985	0.002361514076
986	0.002358148212
987	0.002353970967
988	0.002349142801
989	0.002348797851
990	0.00234875433
991	0.002344585033
992	0.002340413654
993	0.002340389433
994	0.002340382621
995	0.002340294634
996	0.002340369754
997	0.002340413086
998	0.002340405517
999	0.002340362942
