Cloud_Type,Precipitable_Water,Cloud_Top_Temperature,Updraft_Strength,Relative_Humidity,Surface_Temperature,CAPE,Wind_Shear,Cloud_Base_Height,Dew_Point,cloud_seeding
4,25.70548517829273,-14.10101143381588,0.5734828328929209,54.25517430598927,16.06885107368706,2423.871984327057,42.26649878443634,1213.1108557669163,23.457157998671548,1
4,49.58043319300081,-4.078778042000522,14.305304049534513,69.27987962566667,34.82873292345051,2303.293853143013,36.35814048700692,1098.027720085547,22.31548278944753,1
4,59.30018711232194,-30.26070813694803,20.63166127291682,53.551744452200104,-0.1852848844466486,341.8976613577235,49.03805871944258,2467.439498453002,6.00608134624871,1
3,13.27292901069405,-2.918618208147734,21.681208730946853,60.53965507750143,-8.871774414732638,1931.723871203294,7.784629887796646,640.954634633079,19.61678531540307,1
2,37.677189344367434,-37.58930438841757,20.77597294611324,61.468288851883614,33.083244234955046,2502.974387248196,11.283229152602752,1423.4566189564628,5.83132171720036,1
1,25.948997114706184,-2.62255892777943,4.033053882243656,73.45536055237893,18.855854119395325,1732.060203659003,10.589907494075135,1764.5230564808244,4.853615632537863,1
2,58.34529187980318,-25.935092510414623,8.981867651150438,63.42810837268213,34.53292277309212,1939.222125684267,39.62698838106684,1900.8716858758087,-4.513296834024687,1
4,51.31654077246398,-35.94316686203134,10.761465762510404,55.048905340888055,19.84726117065863,1375.0904382789186,9.345364822505909,2321.5378919819423,4.9242119772190485,1
4,51.10807875911258,-20.565129632546974,24.13311623038515,58.37455445470539,30.50805449798512,1586.1219596521578,3.3329914911653047,1387.1143085766457,8.809592850993244,1
2,30.778123788723367,-29.728937291179683,8.36279617243659,57.363778177604544,11.483668167757397,103.13057505517564,49.92804032928143,2031.710861686518,-9.212348539995974,0
2,27.815072628571585,-28.605083921523086,6.321148916016095,98.65383989561491,27.49299656441344,1916.8890659198537,1.2408605722574573,1963.4385569773908,5.543955181139225,1
2,20.037388956188842,-27.70840140294854,28.723440571142884,87.96462534592368,35.6520733444928,244.34163867347758,41.762203007943285,1869.0402516343677,17.34746764383201,1
4,8.10065231580099,-7.878964086693465,0.265898553404067,98.3880732634781,18.606148186110314,1305.0437830206702,18.26834207753264,2101.2082328555307,13.801611973099444,1
4,52.55973069402793,-18.433548932989822,29.934625670459347,71.98702432539542,-0.9607424718810229,877.9652930022235,42.08077298789076,1148.6229276701906,12.230494610237727,1
1,49.70955550215427,-27.547692033759855,20.304638965721868,63.918424083132834,3.439880751509909,1636.2838506351393,27.73102456055725,711.6218839615724,21.834439995302088,1
1,59.98447203073718,-15.586648667563267,24.854078983473514,89.91465986045932,-0.06777115512971044,400.24900656962126,45.08156147431801,798.1791800993585,-9.368879656116949,1
4,59.8150260390648,-11.353973031072258,8.838581890385795,66.31269590205734,2.342851379786646,2074.9302059199545,46.30964932073133,1061.4559566347525,9.496665516728196,1
2,35.54874380814451,-29.09503997065865,0.42945833001179934,64.96916868526742,5.320772467551819,2385.034610785411,0.4549090640387998,1750.4948388069631,17.557209694339747,1
2,47.29430783492808,-23.45803593898594,22.136085556845902,61.62529961039156,17.756689337659424,490.0633492294695,3.7706087996394135,2601.1068763650505,8.946738394544354,1
1,56.96211514353354,-35.1245562665221,25.02433791002027,56.48394891121177,19.39958147319164,312.9392620556465,12.517936478542774,2253.23335522096,1.3363443403132713,1
4,51.73060648725763,-32.75402601861279,22.214283958605574,62.8231530508383,11.324987362093058,436.54644836207746,33.46577081817508,2472.601510505118,-5.231230221780775,1
1,18.60414559587587,-12.755285841400688,4.285508619025158,67.76598742369438,20.77103899104177,2631.382685695505,44.4136098255753,1377.4390598152286,21.064707513566695,1
1,29.779927442055143,-32.74246609217492,22.60283766770907,83.69971040728652,-5.921253719431704,1584.5677852690685,22.997097564698137,1511.6343541213755,6.476683733566105,1
3,12.103767833332224,-18.993464653317595,23.06768346322923,53.12824211097258,-5.610588147092002,1401.7829880225079,30.348655813713272,1484.2047149765322,20.734031894499548,1
3,57.47280649922973,-11.638149531102691,19.756215470101647,60.52534698326715,-1.4085269821170776,320.13545730706284,9.424992639778058,979.6829610112538,10.50482428516089,1
3,38.339604894798406,-35.724923076210246,22.983477983867587,90.45118201458382,15.903874902017236,1948.6680202708853,40.24834169408427,653.04164535893,13.596724081525029,1
2,17.57535430269045,-17.307511214843856,25.377643190331966,57.346096179188535,0.6997339349156775,2603.9987756852697,48.36640556767349,1977.2902320680669,18.149140403245752,1
4,41.94353764232212,-29.737488651945448,18.40812342712375,67.13225732612608,4.164220174628866,2484.5576079703587,13.429946645729874,2973.0417085514655,13.070444061004704,1
4,38.997053225184274,-1.4829249904968052,2.658141419090372,93.23294609290701,10.015641808649704,1878.1641269424038,24.741297580027314,917.0742623756571,3.931919423762819,1
4,24.69894949180623,-20.658174131203012,14.628834290016325,57.74626555717213,30.593306200518988,225.8361499550209,4.30580552531869,616.7120497481844,7.977168437502783,1
4,11.245667570979595,-7.760298008993672,2.3294800401481517,54.13684178090949,-9.306893204356994,337.1910815280389,27.95683282314842,2448.8292045598323,18.106593363655794,1
3,41.93652575760398,-17.99093831374953,12.226290930972926,74.22689975400054,22.46894101183112,147.92696132947404,25.13917209233403,1131.4650167118104,3.0777603730544474,0
2,33.61692354970863,-38.263498685807235,12.213194673768829,65.12097556392682,23.443826552034267,772.437649477408,7.22182420775388,2574.109513382321,3.5842509868973984,1
2,47.47751154546016,-14.673944976239106,1.9802953242072474,78.1704182241927,29.93278901783183,406.98440148113326,22.10331065590375,2259.8416675862886,-6.65084593796996,1
3,33.60899256115964,-1.9438663117337214,10.46461601908438,90.19024452417375,36.63764695301566,780.1441207573016,16.705232604328163,2864.1838426270115,22.010455232761167,1
2,51.86998251751971,-15.93552719414675,3.329942963739445,56.857424407637154,-8.993107552535509,1155.174167156885,26.091543765259466,1522.3180893916801,-6.813728976909539,1
3,35.3548761325967,-7.232445622928395,24.247056300276665,79.03495422771425,-2.310814724339191,2828.948352213407,29.282716771439958,2154.924598626585,12.687321210699455,1
4,35.85158843444624,-4.631741466063687,28.430640778934123,75.2754380194932,34.30856470279965,1831.1281793450762,0.4247789303604754,1662.1369520331768,4.46180675809792,1
3,53.21594814620897,-30.8768091220427,2.169494257738158,57.20393930065998,12.925928109350767,2504.921357048887,38.050299147477766,2076.4717432713587,4.196678658940483,1
4,27.191557641681836,-31.518206403670934,28.653456218751042,81.19992427644912,18.229531946673177,2131.0545021369967,35.65071459308704,1623.9972650193433,13.784314280043937,1
4,12.37083756478524,-15.56076044596033,15.677297980102354,63.68202089303858,23.15136018615737,337.50939157989524,18.31431931032611,971.5806160601871,-7.651719357954245,1
1,6.583047197233643,-23.558861207731812,8.986970338616217,74.39171592720062,23.953330224781872,2207.7612191218464,2.6467967784409128,1769.7435400084523,10.779702403300213,1
3,46.53254906204904,-6.405547885331188,2.3058622582849053,54.11361621385309,36.58702016582541,825.2966446773733,37.74662698925252,1821.4605035936058,17.021112509032417,1
1,39.117025324440554,-3.9990750640795554,15.018728042112535,72.97920286068116,39.847470870583486,1917.323540984119,47.75875802390662,2526.5096206504027,18.987446526030798,1
3,43.724387245457294,-25.863144827891276,23.83546633472246,65.32317340214101,26.00787304654701,1022.8859209289656,12.007579801100709,2338.801764483953,-4.031436371217865,1
3,16.713028882990088,-30.52517764102072,21.212594318000946,91.11906055926772,4.361060460257541,2993.0167897939778,16.176230686851895,2159.47905985361,21.40966675273608,1
1,12.500431157272338,-8.778979390245528,1.506780343919213,52.84893634986842,33.98762011471718,790.6544384903334,9.190644474090748,783.4677388814314,12.965113214660477,1
1,5.799956611733506,-29.007758578074558,2.187055061037105,70.9303637459165,-7.53895427296192,837.391412322809,28.846806167241983,2301.5407266592874,20.8649180287239,1
3,24.282315734362832,-7.095427259452862,12.086198478979114,72.9215712065719,1.5540426437248094,2792.016766687195,7.742069732372747,1750.7628908862869,6.984825098856938,1
2,37.44547277700482,-23.05046985404949,8.858714821438298,86.25030381495594,34.869285873185746,73.93321390896801,17.809697173068972,2735.248840265398,8.971167078402072,0
4,26.573422480485277,-13.298004028341182,6.971529691681435,78.71437875451055,2.8095757219677466,2090.0669636195908,34.850650696713146,2799.677335326357,22.16633969600349,1
1,29.061120711305097,-36.17858744661327,8.430134967261408,83.36061685970905,1.0325529810874237,2175.9791722076343,28.00579915046742,637.8914765044636,21.496834017413512,1
4,54.728728197156165,-15.045627012937079,24.10448229890654,88.8524642825878,-3.093735342987638,2509.135732231198,19.32312821639676,2551.603900886197,5.685630567915071,1
2,24.15405068628152,-21.929292850510834,27.876841608955615,93.11014868290944,32.955587882345824,2923.317931915426,21.012480090377096,594.2434760566765,-0.39555789275113895,1
2,33.26942190378959,-16.535661472981037,12.153080835826993,65.69377483612352,15.002912959554337,2926.8057574699574,28.105544131161476,1417.9240642375566,3.7609652097492443,1
2,48.10091570076287,-33.27943169020546,27.18333006397491,76.90113526819515,23.744660152707738,195.83027269939168,0.29323639435806514,1855.7499390526978,3.571751498541241,1
1,26.80985302766986,-10.525050202232716,9.64487103743646,92.00540392196,1.9533192037514837,2465.5179682587077,3.9254934226804927,870.2519965678187,0.04034062439778907,1
2,39.21476851253304,-5.48811689827086,14.293109590313748,99.47255654825283,27.902021050560826,1938.929800972144,44.06290338815058,2365.784531422692,-0.5997138483461697,1
1,52.43000398107098,-31.330407996368976,6.780869934479991,94.47596555218816,28.000277248104922,1942.0264031192735,3.893949454564538,520.8867604303464,20.13720277679018,1
2,57.223634301170314,-36.17141777919353,19.214281265275318,68.57336313121884,5.629901245415006,385.0497798440844,35.34017981052526,921.4976210850921,-7.554832776036841,1
4,13.089041451097087,-39.05445655814654,29.369433455244266,59.75832586093252,10.53413165051414,1950.56149933696,46.00190820545263,1951.9920746336893,13.716391373485795,1
4,55.96231938388219,-14.321139982269358,18.10479288130136,74.46962687032944,0.48451387151004255,2947.4477418037436,13.534180215086556,2285.968905093231,-3.95129819902417,1
3,32.0663961193746,-15.716238556448769,10.734422523406465,87.0820725918021,38.828051166145215,2735.455708618341,18.52457185297571,2791.60775673479,2.057706268792213,1
4,19.20344135644271,-18.1321034914372,19.434523379715852,74.62845353766488,22.280128852920583,1317.3919824145516,28.446070292235813,2263.7416298365597,-7.84599380528071,1
3,30.252466593104373,-30.722116155360983,3.687620353961627,74.15904316568343,36.727194035775774,119.84391985828302,44.085448481929234,2179.448175637165,-0.5509227100588276,1
4,58.90179164070124,-24.363760163779414,26.65977240796196,91.91152105409003,5.169277181456659,1086.8804700006144,47.09527936302101,1485.8528658766609,16.894737489103473,1
1,32.09399516960783,-16.220946592553076,15.092518523395091,68.07018895335932,29.094545649844484,2479.1709348016657,36.9781624055634,503.21106381700355,20.975536359154052,1
4,23.081338565812953,-20.129325645633223,13.480492261189262,92.98973374058228,28.292932194237103,2104.4973043954983,4.330988042734702,800.3981468390548,-2.246549683417153,1
3,39.83704698741992,-0.48857919140451145,17.575943653605577,70.34024004758618,24.582782593327074,1378.0309667818692,33.45770777674254,1836.3863618900978,6.224174374062265,1
3,18.208009032800618,-34.54240989773068,18.743515883682072,66.41165528391697,38.28194876334002,165.3046054764933,20.515186093633105,2187.824714611049,6.461341677802224,0
2,9.172483045976517,-12.19421783809625,2.153274186795391,72.69949555998495,9.677766805315777,1280.6841834699078,23.53504997455308,1543.6207097411561,20.575135701590696,1
1,12.088384705085709,-23.827249275828315,20.47851663670207,88.12234793374341,-3.464133820512135,1407.0748191536504,2.457419517258852,2326.6975288209755,16.697966850653188,1
4,12.042521142677483,-22.87201540297541,7.257950409465888,56.30010139319971,23.58544296220304,2785.6665986824078,9.553106967317909,1804.6557383304469,7.9577026428817454,1
2,13.35464814317619,-11.296089373672949,21.418578975197693,59.82096079360087,26.465490023860312,1923.2583107464784,39.52568037668239,685.4404889857806,13.476152016512067,1
4,12.635494495717557,-12.302553947025213,24.676043831525902,97.5722412831546,18.753028672940733,934.9587499639467,22.697941652392988,980.0406274198721,19.65742688682784,1
4,40.2481109641768,-0.3497602519124712,24.118755226575608,58.77458136906787,0.3408946566698141,1575.9547933521642,15.083112081557443,2599.9955581098575,-9.666136609105926,1
2,15.003404641952965,-34.864228421834994,16.575029022236674,78.38636589655273,15.222797083467768,198.16592346648022,19.200953698247908,2312.2818665610985,4.101151086751701,1
2,24.011700582812477,-35.835614024633344,15.605096769322536,78.96572333309689,5.60948682845647,2917.7047069492105,42.71997566628401,2736.9049675312376,21.75351085469775,1
2,54.32336254483065,-11.026447314850355,4.2862788401823515,74.48122310251225,11.373326408334453,1080.179705792178,37.44995087024785,793.8931228023414,15.910956079538298,1
2,31.06789021445798,-16.864523319743636,23.260384512094067,82.23726242884092,22.260928792233194,1433.6020647394075,13.615769859054138,2975.5563365376847,8.999448101692611,1
2,41.7156756186565,-29.033573337607766,8.142281413401431,61.49133628988092,27.260737134541728,1065.851922710768,5.8750920106186655,1023.516784874834,8.53755844622967,1
4,14.477592916089641,-36.823225240440536,14.900862684538396,77.63311338883742,1.6112345450671555,2047.5351903486005,12.599911082203585,529.449690716605,2.171953416155322,1
2,15.575896034476893,-36.57367001614278,8.528222787825502,68.60866276234486,10.266268032347668,1986.696474988779,46.037822552736685,2993.5573476338855,8.21821867745301,1
1,7.247773894656337,-4.23236501343527,4.014850889990794,83.08336298145946,3.45807854958146,2145.966931587407,29.07944189248777,1202.6847136127828,12.938411981220863,1
3,14.29142846896905,-32.32530701125028,18.886730906752096,57.06117716865747,-0.06841930690654507,804.4296888357625,26.674010437239144,2170.0486312814,4.642706345007758,1
2,20.322468646757724,-27.06513751537917,1.629961044687115,78.54387084197381,29.16936099979192,947.005443492198,29.819679984623075,941.7057854407631,14.99536012372609,1
2,14.735576635221076,-30.93374391092048,22.459357023785998,59.263517769166185,35.46263472184962,375.7536932886238,18.30141328732576,1950.5713304978542,20.143127954113503,1
4,9.878639356638057,-25.800147766722507,9.5276038578335,63.93215315575182,8.511609284228836,1966.5299155383377,40.355351015975636,2760.0874661363982,-4.586030313529859,1
2,11.634972910533044,-37.22304629015626,0.004040790134559602,60.93549001617916,27.563946218688343,119.39138200695764,26.16431246501249,1300.4529185710965,5.804145798609856,0
2,30.34283224179992,-19.237608363669185,15.333874177116893,59.14188899344086,34.849764468220556,1793.047006570377,5.837395138439777,2175.6349401108982,4.280703194977839,1
2,16.348354512318586,-37.2954974563114,1.4055572558280938,91.28554757803334,32.30621052651158,2609.0876545549017,6.453256241453148,969.7589719960413,14.061268141740484,1
4,25.034842357644152,-7.985739687105536,8.285086734626985,64.28537838304452,-0.8593305730387044,2672.4964448689007,26.842957325130918,2061.988496796813,-1.2546387159724723,1
2,32.68794989701713,-30.65151672358268,21.209294623671486,96.35618909322247,37.81459407566807,1347.113281109885,46.82851090354196,1341.1258795437752,12.408782023329668,1
3,42.97171557461509,-18.399523415819576,1.880688648655976,98.49632626725955,8.833822021473125,1377.9110646392212,15.417606083809938,1028.020646469879,20.71212346060208,1
4,7.162167691260441,-4.796836497541669,25.18015477068007,78.56302349685487,6.962033058691816,230.9075490240521,43.47705844296092,1282.9551267590878,4.634605992776795,0
3,48.96757193999734,-13.964905238112234,0.11459767975749324,57.15005613328632,-6.878433636110984,2012.2950763291071,38.204779328943964,947.1026712694984,21.885549499272702,1
4,39.534521421999926,-18.681688537946588,7.404716076057067,68.72741216897907,14.308682705244149,2463.7782611185366,12.390622145345343,2754.790269594707,24.760730862671743,1
2,9.496746757187955,-27.026649875384976,22.227121684562142,89.8866131674107,-4.549319217953565,733.9651638141391,1.8170374158121227,1492.9672157928221,-6.286778251821677,1
3,53.04682432587275,-26.679923477672084,9.488104491879204,68.36953643485353,2.426991046371299,1263.902644900094,5.092363257119137,1113.1982624359184,-1.8431384205299484,1
4,55.647982029249725,-13.220521792072397,3.056771641980406,54.350860915139435,5.847131088364069,2516.518010295811,36.42469669237201,1621.0196025398322,23.26329130187326,1
1,8.359287792017506,-0.23442555115330066,10.807017564012837,77.8392455464094,30.441316174584202,2631.361402986864,9.983486902032334,1301.340417016239,23.54146902684854,1
2,20.228270648096206,-13.526432406024856,8.111798591535766,92.25604257480174,33.77443251979483,729.5399407926778,18.56354602526969,2361.0481345333146,-6.580245361463453,1
4,49.34107038861838,-17.688663305199004,25.281357064816646,89.79631935717512,5.123315873073484,1651.7119036240927,25.08495830032124,2928.049779713736,-9.475052486800216,1
1,46.15428297110121,-10.773979590430155,9.400437527554294,58.75615700651766,32.93490606222869,577.4794519074812,36.27340842250814,1595.084141744117,-4.361499186025221,1
4,15.148656064600752,-21.391775508651275,23.667974153280216,83.63823072062334,32.861546868489555,305.63629241866965,5.661561162956269,2652.5834999306007,24.86044741837869,1
1,16.514212783519067,-37.59430629596859,26.75616434432204,61.025213171782354,28.232547519243674,2733.3615041758726,20.318320263873073,1914.6576838990488,-3.70001341862596,1
2,25.37596565352601,-17.508127364883606,13.014522587295886,60.91037672760861,-2.665244299240923,2461.5225126963273,24.25364545713477,893.0891627355836,7.58916623527081,1
3,31.648764185506174,-1.6949886197847945,27.29829431563176,93.70358866525926,24.51614234503645,2280.1047054095216,27.041353198576985,2226.5568552033537,19.694620425067885,1
1,39.00401243416628,-32.98788230569362,11.319541618895785,62.48344763701151,37.25120322902844,146.29895643942126,40.918032069760834,1783.5862428145504,-9.285943625912779,1
4,25.290250176337484,-12.39980436717337,28.922352494703244,63.16236732590056,24.12702393835785,2531.1863781307725,8.583909752160846,2126.5163081302585,11.157114379046082,1
2,30.439409387323135,-31.96265245363774,2.678685735767188,50.03266953806498,6.580842455391696,1314.1322277161512,40.39157259133111,2724.2185314291623,-0.304109289563149,1
1,46.11090159735661,-18.56689262107675,20.610577995097284,93.53345170627588,15.028965871541565,1027.1853698875789,34.64392138483261,1601.0864266401152,20.181722075390606,1
4,7.017576158982885,-36.13294201413122,14.81442121370786,89.62974066045673,22.286252167552682,1639.4290830761292,27.793540709947965,2752.944058043389,-0.07885977575722869,1
4,18.88403193892114,-21.985162549672594,11.629464163669411,81.3664467545339,15.528520436425179,274.0597281706675,34.976393520128596,2376.6725357041373,14.03645020986681,1
4,44.234227223650386,-9.753466844190157,18.981356362458026,87.51328819694211,-4.002352913451509,2269.9396480571963,20.60088694758282,1721.512314694962,13.59768713565889,1
1,54.23637607279596,-26.097139030440715,21.115712749029935,57.60242837122459,5.603202232601031,1747.3052306648876,6.9198792984062285,2008.055339144909,-2.2477257899125993,1
1,33.14225931636164,-13.40353102051128,0.13089808950927262,72.91617972937877,30.119801527681624,559.7702906195026,33.288262013268366,1313.9528312975285,-8.782028004607746,1
1,34.26624168959236,-8.182001568410833,5.008592662415961,67.56096936743904,33.07090230477587,564.6965993071368,26.23361533428111,2958.9932493469355,4.323735082488906,1
3,10.894460623687683,-2.9128872208218937,21.39138151902956,54.68882631285082,-3.134998364221488,552.7459547180226,31.968740027138775,2168.37790762599,0.12176031880543903,1
1,29.607680175290007,-30.61431672578186,19.991562407346194,74.3065242607462,37.61933761993623,171.00716265580195,16.8999390514245,609.6171312415747,18.314221236479803,1
1,34.293949655026275,-24.027363367627675,28.981425153860314,96.03698251713178,6.441130892430465,1763.3953481150543,45.3433288669918,1316.554764370022,18.012746595937084,1
1,18.33587769991013,-33.9033594667833,22.83113370752349,52.00295595253473,23.115686936536,2521.0445327655243,29.368493428778848,2058.2860843976437,5.995838326741891,1
3,19.808377702215953,-0.3006599136649939,28.523181231940143,64.5730456746897,27.591257297834055,52.4946419621658,4.270124214543691,640.8331944980995,11.227927886312663,0
1,25.750628970754246,-2.9199612830281865,21.076215046044208,60.37704681028517,30.597311731894173,147.01393491382063,22.490199535221432,559.7104782978569,11.14908305954238,0
4,6.10391587777495,-18.401714788777618,8.941566259183295,61.907332683284814,37.287485111296505,1718.3108300608374,37.817802737181715,1625.0605988195064,18.950535194966818,1
1,22.714354107074804,-6.318668224943153,3.1609476675256944,95.42172759396877,5.6459774014411295,2458.487056158157,39.706728086613616,1331.7254492316752,4.875084494311913,1
4,16.629640384809953,-19.161680909118314,23.454715900348067,73.40345271171451,32.92532272757772,980.2166717059008,24.72985263818794,1595.7465200829147,-0.35936620733218305,1
4,23.012354369785307,-15.05657247988961,19.32447664427748,73.31497064699094,-3.4156548281896484,1048.8431964231665,44.73737854156505,1156.7332747000128,-0.7237778650808391,1
4,11.586917250058818,-36.43502271535934,1.4455803717988869,88.02878212276411,25.252045317679638,1789.0394924903278,13.383421859714877,911.7943673574523,8.766729774877145,1
3,53.97900044069422,-9.789183180127683,10.80151397702935,57.72461020024629,27.098886475699295,822.638667372441,20.52993486191333,2222.858392450844,5.720187095627439,1
3,37.64758494547267,-34.89146065459061,28.703994464528584,74.36326770500254,23.88616206006602,79.82509823305239,44.9298455284485,1786.4277906695013,5.404226984472766,0
3,42.350627552946925,-6.957294789898867,15.012034371306036,71.49926070605298,2.615736806757649,2205.685554304788,44.81283582357894,1000.3855281234171,-6.810193131860247,1
1,48.40441812340361,-8.718876493184563,12.981874080591139,79.8455345273328,33.65215735076017,1876.9497388243594,34.28563844123404,1298.9735656499956,15.151130924156845,1
4,32.414320941098154,-11.650212090280942,13.730988154778819,99.97788516252193,-1.5570768314802503,1742.2679971669772,42.94902735611101,1979.5197691583148,-2.5192159206331253,1
3,9.780615844808302,-38.55358477900951,6.2664817201549115,88.47244470410234,-7.318260423958458,2225.0523869754693,4.438663347811634,680.5733706811945,-3.1066229426947523,1
3,34.54085980002013,-27.874865762186857,11.061215125943857,69.89328515087136,25.873249530595608,2025.6925126861124,43.249748810388816,868.6325231654489,4.446541209708771,1
1,37.276261491148354,-29.475497203566285,11.094397679615298,91.37765261370234,13.773785761636685,617.6459645349635,16.030995327511338,683.1140102684753,-2.0277580433769504,1
3,45.99917108013815,-25.594543701139237,1.570650605624172,58.53541816562401,32.454900997933805,1057.4431408300534,8.916575621410816,2530.793331785297,10.435039355780539,1
1,28.741275042632367,-36.494290129446455,23.027028855537548,51.523184315448006,9.169857052912949,378.330425035875,11.968491817102317,2381.0230830300234,3.0012168767065024,1
2,12.016916653756006,-2.5216870787574877,12.49513295711637,60.222418623213656,-1.586070574614359,389.5710402536431,20.898425400694354,2383.2823296981423,5.711910290747653,1
3,20.607674818929844,-17.84791037150495,24.6653966044927,67.02057780571297,31.82210962349349,2028.5872390696177,12.559600230223362,2290.8133586900703,8.800926256141011,1
2,24.96952630192493,-27.77902757367906,25.51044003359686,75.529037872978,17.445481582003584,2575.8003209474946,16.02837930082495,2173.463559174673,-2.87625671313683,1
1,40.52544827323807,-24.120739317028665,6.359821640959742,80.75645702706,-0.5402103804822556,2888.197751583417,6.748924303582104,1692.4797884454374,-4.548693199706458,1
4,36.39280675679015,-22.111898379806576,19.720604465103857,95.53028586072108,26.01919992932229,1885.0413526483333,14.808838277949926,2105.6954087677877,20.814766600576167,1
3,24.585319924381544,-15.976226665575307,14.16845412488945,75.49270047752289,15.555681924475028,552.3039700828709,28.61419072710006,595.9038869699366,5.180329599099736,1
1,59.258338683613886,-19.37282289214009,26.404702137644552,75.06378223128647,20.215649112015992,316.95103634679214,22.092685404553198,2053.6610566419613,4.423276337138871,1
4,38.3176150646288,-3.2243210714233044,6.472220375293624,52.51215049114911,13.044916910329093,2438.5529146102735,17.33593806179556,2444.694263842193,-8.753574740450548,1
4,18.047473545479697,-20.12146068376679,20.334396009301326,51.74557763281119,31.43544919090032,1736.2694290799977,37.3226064428557,1750.8959009609755,7.429170590558762,1
2,10.598035994122206,-0.31367940706749664,18.232563667581676,77.5579980958186,31.478135784152492,1854.8550630411596,44.6754985696659,1393.7833210680924,9.395940256385003,1
1,13.407252655138262,-5.943001690196169,8.859044327154983,71.90893066241722,25.46944109121931,2344.3862662641277,37.83946114511985,1193.5668370024478,9.559430483413326,1
4,18.527675061147946,-31.659579425706568,4.098027109535178,91.95901974901493,-4.729931130176887,2109.831683197355,16.600035105883958,2107.005125405206,14.746090926300951,1
3,13.837475529275562,-2.7761914142433497,19.549192814318296,58.033979235592255,31.942693095203445,2503.37475856829,37.22210839187768,2232.0029965747717,-3.788135775314588,1
3,15.261186322821818,-35.34534408458096,22.15792374396992,51.24858310585248,23.550649026645488,168.64171637963543,7.59900912370256,2677.4189996563564,-1.1721903019283406,0
2,20.680234278161592,-7.302011660352335,9.4688203129005,72.45193839650629,24.851208300214978,2242.5619102395144,6.5158994045645455,1355.835206152477,18.375566283064444,1
4,14.535547741211515,-24.7750682609368,19.344978120669413,61.873927837612875,8.149142020193583,2552.558271966286,17.281351851807948,2424.430768463964,23.15097158951879,1
1,54.32209835445338,-4.881027182197222,11.853927228345098,52.480718666941875,33.963977807850334,858.405127374943,40.38511845220285,1903.3895604733448,-5.242353842143777,1
3,9.412856011390321,-5.277732395701989,21.39620649847853,86.22991434238145,26.268580011742877,1921.3418219797586,12.317412362115093,2707.0912266951977,7.417734407682637,1
4,33.848126426364004,-7.762983995295151,5.976458246821593,55.579649997862376,-4.370476673540277,942.4861915109162,3.1626704449339793,1819.530270739052,-2.5038311541144607,1
4,27.571825484431383,-8.398782547717545,26.70645007908523,80.41597500038858,10.388901720308134,2873.913199447362,6.585476760317754,1794.074570994918,-7.8974391075756145,1
